Average,City,Code,Direction,Full,Maximum,Minimum,Month,Precipitation,WindSpeed,State,Day,Year
13,Bettles,BTT,29,11/13/2016,21,5,11,0.2,5.31,Alaska,13,2016
38,Cold Bay,CDB,25,11/13/2016,41,34,11,0.47,12.52,Alaska,13,2016
43,Cordova,CDV,8,11/13/2016,47,38,11,4.17,6.68,Alaska,13,2016
22,Delta Junction/Ft Greely,BIG,13,11/13/2016,30,13,11,0,14.3,Alaska,13,2016
10,Fairbanks,FAI,5,11/13/2016,18,2,11,0,0.65,Alaska,13,2016
19,Gulkana,GKN,23,11/13/2016,27,11,11,0.1,1.41,Alaska,13,2016
60,Gustavus,GST,13,11/13/2016,60,60,11,0,8.82,Alaska,13,2016
39,Homer,HOM,4,11/13/2016,44,34,11,1.37,5.15,Alaska,13,2016
34,Iliamna,ILI,11,11/13/2016,40,28,11,0.07,10.05,Alaska,13,2016
46,Juneau,JNU,10,11/13/2016,49,43,11,2.95,14.5,Alaska,13,2016
36,Kenai,ENA,3,11/13/2016,40,32,11,0.11,11.21,Alaska,13,2016
49,Ketchikan,KTN,14,11/13/2016,52,46,11,6.78,15.41,Alaska,13,2016
31,King Salmon,AKN,22,11/13/2016,39,23,11,0.18,9.34,Alaska,13,2016
43,Kodiak,ADQ,21,11/13/2016,46,40,11,3.47,11.6,Alaska,13,2016
17,Kotzebue,OTZ,11,11/13/2016,20,14,11,0.03,9.82,Alaska,13,2016
12,Mc Grath,MCG,30,11/13/2016,19,5,11,0.05,2,Alaska,13,2016
21,Nome,OME,11,11/13/2016,25,17,11,0,11.21,Alaska,13,2016
7,Northway,ORT,13,11/13/2016,14,0,11,0,0.41,Alaska,13,2016
34,Palmer,PAQ,18,11/13/2016,41,26,11,0.02,5.6,Alaska,13,2016
60,Petersburg,PSG,12,11/13/2016,60,60,11,0,5.95,Alaska,13,2016
60,Shemya,SYA,26,11/13/2016,60,60,11,0,8.7,Alaska,13,2016
49,Sitka,SIT,13,11/13/2016,52,45,11,3.76,14.04,Alaska,13,2016
45,Skagway,SGY,13,11/13/2016,49,41,11,1.99,2.58,Alaska,13,2016
34,St Paul Island,SNP,12,11/13/2016,37,31,11,1.51,27.58,Alaska,13,2016
33,Talkeetna,TKA,1,11/13/2016,41,25,11,0.12,3.88,Alaska,13,2016
12,Tanana,TAL,11,11/13/2016,21,3,11,0,1.87,Alaska,13,2016
17,Utqiagvik (Barrow),BRW,12,11/13/2016,24,8,11,0.26,7.14,Alaska,13,2016
45,Yakutat,YAK,9,11/13/2016,49,40,11,6.55,8.2,Alaska,13,2016
56,Douglas Bisbee,DUG,11,11/13/2016,72,41,11,0,8.72,Arizona,13,2016
62,Kingman,IGM,10,11/13/2016,79,45,11,0,2.94,Arizona,13,2016
74,Phoenix,PHX,9,11/13/2016,85,62,11,0,5.92,Arizona,13,2016
68,Tucson,TUS,11,11/13/2016,80,56,11,0,9.1,Arizona,13,2016
50,Winslow,INW,23,11/13/2016,67,32,11,0,1.41,Arizona,13,2016
57,Fort Smith,FSM,14,11/13/2016,69,45,11,0.03,3.97,Arkansas,13,2016
52,Harrison,HRO,22,11/13/2016,63,41,11,0.38,3.21,Arkansas,13,2016
57,North Little Rock,LZK,0,11/13/2016,66,47,11,0.01,0,Arkansas,13,2016
67,Bakersfield,BFL,11,11/13/2016,80,53,11,0,1.04,California,13,2016
54,Bishop,BIH,27,11/13/2016,75,33,11,0,1.87,California,13,2016
63,Concord,CCR,13,11/13/2016,74,51,11,0,1.64,California,13,2016
59,Eureka,EKA,0,11/13/2016,66,51,11,0.42,0,California,13,2016
65,Fresno,FAT,15,11/13/2016,78,52,11,0,1.3,California,13,2016
64,Hayward,HWD,22,11/13/2016,72,55,11,0,1.58,California,13,2016
73,Long Beach,LGB,28,11/13/2016,88,58,11,0,2.38,California,13,2016
72,Los Angeles,LAX,23,11/13/2016,84,60,11,0,1.9,California,13,2016
62,Red Bluff,RBL,32,11/13/2016,73,51,11,0.01,3.68,California,13,2016
61,Redding,RDD,27,11/13/2016,74,49,11,0.05,1.15,California,13,2016
62,Sacramento,SAC,31,11/13/2016,74,50,11,0,1.37,California,13,2016
65,Salinas,SNS,14,11/13/2016,78,51,11,0,1.82,California,13,2016
73,San Diego,SAN,28,11/13/2016,85,61,11,0,3.32,California,13,2016
63,San Francisco,SFO,25,11/13/2016,70,56,11,0,3.07,California,13,2016
67,Sandberg,SDB,11,11/13/2016,74,59,11,0,10.38,California,13,2016
65,Santa Barbara,SBA,22,11/13/2016,82,48,11,0,1.22,California,13,2016
65,Santa Maria,SMX,26,11/13/2016,81,48,11,0,1.21,California,13,2016
63,Stockton,SCK,29,11/13/2016,76,50,11,0,1.55,California,13,2016
38,Alamosa,ALS,19,11/13/2016,59,17,11,0,1.64,Colorado,13,2016
47,Colorado Springs,COS,21,11/13/2016,62,31,11,0,6.37,Colorado,13,2016
42,Craig,CAG,26,11/13/2016,63,20,11,0,1.55,Colorado,13,2016
50,Denver,DEN,22,11/13/2016,67,33,11,0,4.44,Colorado,13,2016
50,Grand Junction,GJT,10,11/13/2016,65,35,11,0,2.28,Colorado,13,2016
48,Pueblo,PUB,9,11/13/2016,67,27,11,0,3.27,Colorado,13,2016
49,Bridgeport,BDR,24,11/13/2016,58,38,11,0,6.7,Connecticut,13,2016
44,Windsor Locks,BDL,27,11/13/2016,56,31,11,0.01,4.31,Connecticut,13,2016
48,Wilmington,ILG,30,11/13/2016,60,36,11,0.36,5.82,Delaware,13,2016
67,Daytona Beach,DAB,20,11/13/2016,77,57,11,0,4.37,Florida,13,2016
75,Fort Lauderdale,FLL,7,11/13/2016,81,69,11,0,6.28,Florida,13,2016
65,Gainesville,GNV,10,11/13/2016,77,52,11,0,4.38,Florida,13,2016
63,Jacksonville,JAX,9,11/13/2016,74,52,11,0,6.35,Florida,13,2016
77,Key West,EYW,5,11/13/2016,82,72,11,0,7.52,Florida,13,2016
75,Miami,MIA,11,11/13/2016,81,68,11,0,4.37,Florida,13,2016
69,Orlando,MCO,12,11/13/2016,80,58,11,0,4.4,Florida,13,2016
65,Pensacola,PNS,13,11/13/2016,74,55,11,0.36,5.77,Florida,13,2016
64,Tallahassee,TLH,12,11/13/2016,76,51,11,0,4.48,Florida,13,2016
72,Tampa,TPA,21,11/13/2016,81,62,11,0.01,3.57,Florida,13,2016
69,Vero Beach,VRB,14,11/13/2016,78,60,11,0,5.24,Florida,13,2016
73,West Palm Beach,PBI,10,11/13/2016,80,66,11,0,5.42,Florida,13,2016
58,Alma,AMG,10,11/13/2016,71,45,11,0,2.05,Georgia,13,2016
54,Athens,AHN,16,11/13/2016,68,41,11,0.33,3.5,Georgia,13,2016
57,Atlanta,ATL,18,11/13/2016,67,48,11,0,8.24,Georgia,13,2016
55,Augusta,AGS,12,11/13/2016,69,40,11,0,3.42,Georgia,13,2016
56,Macon,MCN,16,11/13/2016,70,41,11,0,5.41,Georgia,13,2016
57,Savannah,SAV,14,11/13/2016,68,46,11,0,5.65,Georgia,13,2016
74,Hilo,ITO,21,11/13/2016,82,66,11,0.1,2.2,Hawaii,13,2016
76,Honolulu,HNL,16,11/13/2016,83,67,11,0,3.32,Hawaii,13,2016
76,Kahului,OGG,4,11/13/2016,85,66,11,0.03,7.11,Hawaii,13,2016
75,Kaunakakai,MKK,9,11/13/2016,84,66,11,0.23,5.3,Hawaii,13,2016
74,Lihue,LIH,20,11/13/2016,81,66,11,0.03,4.68,Hawaii,13,2016
53,Boise,BOI,13,11/13/2016,65,41,11,0,3.48,Idaho,13,2016
53,Lewiston,LWS,12,11/13/2016,62,43,11,0.02,2.51,Idaho,13,2016
47,Pocatello,PIH,9,11/13/2016,63,29,11,0,3.12,Idaho,13,2016
49,Chicago,ORD,27,11/13/2016,58,39,11,0.03,8.15,Illinois,13,2016
47,Moline,MLI,21,11/13/2016,61,33,11,0,5.45,Illinois,13,2016
49,Peoria,PIA,21,11/13/2016,60,36,11,0.02,5.12,Illinois,13,2016
49,Quincy,UIN,20,11/13/2016,60,36,11,0.15,6.37,Illinois,13,2016
47,Rockford,RFD,21,11/13/2016,59,35,11,0.01,6.35,Illinois,13,2016
48,Springfield,SPI,20,11/13/2016,60,35,11,0.15,5.28,Illinois,13,2016
51,Evansville,EVV,16,11/13/2016,64,37,11,0.09,3.74,Indiana,13,2016
45,Fort Wayne,FWA,26,11/13/2016,56,33,11,0.11,7.14,Indiana,13,2016
48,Indianapolis,IND,23,11/13/2016,58,37,11,0.09,5.71,Indiana,13,2016
45,South Bend,SBN,25,11/13/2016,56,34,11,0.03,6.3,Indiana,13,2016
46,Cedar Rapids,CID,20,11/13/2016,59,33,11,0,7.25,Iowa,13,2016
50,Des Moines,DSM,20,11/13/2016,62,37,11,0,7.04,Iowa,13,2016
45,Dubuque,DBQ,21,11/13/2016,57,33,11,0.01,8.37,Iowa,13,2016
47,Sioux City,SUX,25,11/13/2016,62,31,11,0,6.04,Iowa,13,2016
45,Waterloo,ALO,25,11/13/2016,60,30,11,0,7.7,Iowa,13,2016
49,Concordia,CNK,19,11/13/2016,61,37,11,0.34,7.87,Kansas,13,2016
49,Dodge City,DDC,22,11/13/2016,63,34,11,0.16,7.92,Kansas,13,2016
48,Goodland,GLD,24,11/13/2016,66,29,11,0,7.4,Kansas,13,2016
50,Medicine Lodge,P28,13,11/13/2016,63,36,11,0.3,5,Kansas,13,2016
49,Topeka,TOP,22,11/13/2016,63,34,11,0.02,4.17,Kansas,13,2016
52,Wichita,ICT,17,11/13/2016,64,39,11,0.1,6.82,Kansas,13,2016
47,Covington,CVG,17,11/13/2016,58,35,11,0.14,4.9,Kentucky,13,2016
50,Jackson,JKL,20,11/13/2016,61,38,11,0.11,1.2,Kentucky,13,2016
48,Lexington,LEX,21,11/13/2016,61,35,11,0.22,4.67,Kentucky,13,2016
52,Louisville,SDF,19,11/13/2016,63,41,11,0.15,3.42,Kentucky,13,2016
51,Paducah,PAH,18,11/13/2016,65,35,11,0.05,3.68,Kentucky,13,2016
63,Baton Rouge,BTR,7,11/13/2016,71,54,11,0.4,4.91,Louisiana,13,2016
64,Lake Charles,LCH,3,11/13/2016,72,55,11,0.42,7.32,Louisiana,13,2016
67,New Orleans,MSY,8,11/13/2016,72,61,11,2.06,7.17,Louisiana,13,2016
61,Shreveport,SHV,8,11/13/2016,71,51,11,0.35,4.97,Louisiana,13,2016
62,Slidell,ASD,18,11/13/2016,72,51,11,0.85,4.05,Louisiana,13,2016
41,Bangor,BGR,27,11/13/2016,52,29,11,0,5.42,Maine,13,2016
38,Caribou,CAR,25,11/13/2016,47,28,11,0.13,6.74,Maine,13,2016
43,Portland,PWM,27,11/13/2016,54,31,11,0,5.95,Maine,13,2016
49,Baltimore,BWI,25,11/13/2016,61,36,11,0.2,4.65,Maryland,13,2016
47,Salisbury,SBY,31,11/13/2016,58,35,11,0.04,5.15,Maryland,13,2016
47,Boston,BOS,27,11/13/2016,55,38,11,0.01,8.01,Massachusetts,13,2016
43,Worcester,ORH,29,11/13/2016,53,34,11,0,9.97,Massachusetts,13,2016
46,Alpena,APN,27,11/13/2016,59,33,11,0.05,8,Michigan,13,2016
47,Detroit,DTW,25,11/13/2016,57,36,11,0.04,7.98,Michigan,13,2016
45,Flint,FNT,26,11/13/2016,56,33,11,0,8.14,Michigan,13,2016
47,Grand Rapids,GRR,26,11/13/2016,57,37,11,0,9.1,Michigan,13,2016
45,Houghton Lake,HTL,27,11/13/2016,55,33,11,0.03,8.32,Michigan,13,2016
47,Lansing,LAN,26,11/13/2016,58,36,11,0,8.67,Michigan,13,2016
45,Marquette,MQT,0,11/13/2016,56,34,11,0.18,0,Michigan,13,2016
48,Muskegon,MKG,26,11/13/2016,57,39,11,0,9.64,Michigan,13,2016
46,Sault Ste Marie,ANJ,27,11/13/2016,55,36,11,0.1,7.58,Michigan,13,2016
47,Duluth,DLH,27,11/13/2016,57,36,11,0,11.54,Minnesota,13,2016
45,International Falls,INL,26,11/13/2016,58,31,11,0,6.65,Minnesota,13,2016
49,Minneapolis,MSP,26,11/13/2016,59,39,11,0,7.62,Minnesota,13,2016
46,Rochester,RST,25,11/13/2016,57,34,11,0,11.48,Minnesota,13,2016
45,St Cloud,STC,26,11/13/2016,58,32,11,0,6.75,Minnesota,13,2016
57,Greenville,GLH,12,11/13/2016,70,44,11,0,5.04,Mississippi,13,2016
55,Greenwood,GWO,11,11/13/2016,69,41,11,0.18,2.54,Mississippi,13,2016
62,Gulfport,GPT,18,11/13/2016,71,54,11,4.55,5.32,Mississippi,13,2016
60,Hattiesburg,HBG,17,11/13/2016,72,47,11,0.03,2.31,Mississippi,13,2016
59,Jackson,JAN,17,11/13/2016,71,46,11,0.64,3.65,Mississippi,13,2016
60,Meridian,MEI,16,11/13/2016,73,45,11,0.2,3.2,Mississippi,13,2016
56,Tupelo,TUP,25,11/13/2016,70,42,11,0,4.67,Mississippi,13,2016
49,Cape Girardeau,CGI,14,11/13/2016,64,34,11,0,4.37,Missouri,13,2016
50,Columbia,COU,19,11/13/2016,62,39,11,0.21,5.9,Missouri,13,2016
50,Kansas City,MCI,19,11/13/2016,62,37,11,0.02,6.64,Missouri,13,2016
49,Rolla/Vichy,VIH,23,11/13/2016,60,37,11,0.17,5.68,Missouri,13,2016
51,Springfield,SGF,9,11/13/2016,62,40,11,0.56,5.37,Missouri,13,2016
47,St Joseph,STJ,19,11/13/2016,62,32,11,0,4.67,Missouri,13,2016
53,St Louis,STL,18,11/13/2016,63,41,11,0.07,4.64,Missouri,13,2016
52,Billings,BIL,23,11/13/2016,64,39,11,0,9.1,Montana,13,2016
43,Butte,BTM,19,11/13/2016,60,25,11,0,2.2,Montana,13,2016
49,Cut Bank,CTB,22,11/13/2016,63,34,11,0,10.54,Montana,13,2016
47,Dillon,DLN,19,11/13/2016,60,33,11,0,7.44,Montana,13,2016
47,Glasgow,GGW,21,11/13/2016,60,33,11,0,6.54,Montana,13,2016
51,Great Falls,GTF,20,11/13/2016,64,38,11,0,12.71,Montana,13,2016
47,Havre,HVR,18,11/13/2016,61,32,11,0,6.25,Montana,13,2016
45,Helena,HLN,27,11/13/2016,60,31,11,0,2.2,Montana,13,2016
42,Kalispell,GPI,17,11/13/2016,53,30,11,0.03,1.74,Montana,13,2016
50,Miles City,MLS,21,11/13/2016,65,34,11,0,6.22,Montana,13,2016
41,Missoula,MSO,23,11/13/2016,53,28,11,0,0.5,Montana,13,2016
47,Grand Island,GRI,21,11/13/2016,60,33,11,0.53,6.9,Nebraska,13,2016
47,Lincoln,LNK,20,11/13/2016,61,32,11,0.05,5.98,Nebraska,13,2016
46,Norfolk,OFK,26,11/13/2016,60,31,11,0.15,7.52,Nebraska,13,2016
47,North Platte,LBF,25,11/13/2016,67,26,11,0,3.94,Nebraska,13,2016
47,Omaha,OMA,18,11/13/2016,60,34,11,0.02,6.28,Nebraska,13,2016
49,Scottsbluff,BFF,20,11/13/2016,69,28,11,0,5.07,Nebraska,13,2016
45,Sidney,SNY,26,11/13/2016,63,26,11,0,8.77,Nebraska,13,2016
48,Valentine,VTN,25,11/13/2016,66,30,11,0,7.97,Nebraska,13,2016
46,Ely,ELY,17,11/13/2016,66,25,11,0,6.7,Nevada,13,2016
48,Eureka,P68,19,11/13/2016,67,29,11,0,3.7,Nevada,13,2016
68,Las Vegas,LAS,21,11/13/2016,79,56,11,0,1.32,Nevada,13,2016
61,Mercury,DRA,9,11/13/2016,76,45,11,0,3.02,Nevada,13,2016
55,Reno,RNO,21,11/13/2016,71,39,11,0,0.72,Nevada,13,2016
50,Winnemucca,WMC,12,11/13/2016,69,30,11,0,3.05,Nevada,13,2016
43,Concord,CON,26,11/13/2016,56,29,11,0.01,4.61,New Hampshire,13,2016
60,Mt. Washington,MWN,23,11/13/2016,60,60,11,0,35.36,New Hampshire,13,2016
48,Atlantic City,ACY,30,11/13/2016,59,36,11,0.07,6.62,New Jersey,13,2016
50,Newark,EWR,24,11/13/2016,60,39,11,0.2,7.2,New Jersey,13,2016
51,Albuquerque,ABQ,8,11/13/2016,63,40,11,0,2.35,New Mexico,13,2016
47,Clayton,CAO,24,11/13/2016,64,33,11,0,9.21,New Mexico,13,2016
54,Roswell,ROW,22,11/13/2016,67,40,11,0,4,New Mexico,13,2016
42,Albany,ALB,26,11/13/2016,52,30,11,0.23,3.98,New York,13,2016
41,Binghamton,BGM,28,11/13/2016,52,31,11,0.08,6.9,New York,13,2016
46,Buffalo,BUF,25,11/13/2016,55,36,11,0.26,11.7,New York,13,2016
41,Glens Falls,GFL,18,11/13/2016,52,29,11,0.08,4.07,New York,13,2016
47,Islip,ISP,26,11/13/2016,57,37,11,0,7.2,New York,13,2016
53,New York,LGA,25,11/13/2016,61,44,11,0.02,8.22,New York,13,2016
47,Rochester,ROC,26,11/13/2016,57,35,11,0.12,10.57,New York,13,2016
42,Syracuse,SYR,22,11/13/2016,55,30,11,0.16,6.5,New York,13,2016
50,Asheville,AVL,27,11/13/2016,62,37,11,0,6.11,North Carolina,13,2016
56,Cape Hatteras,HSE,18,11/13/2016,62,50,11,0.18,6.65,North Carolina,13,2016
50,Charlotte,CLT,23,11/13/2016,64,35,11,0.05,3.94,North Carolina,13,2016
50,Greensboro,GSO,20,11/13/2016,64,36,11,0.01,4.67,North Carolina,13,2016
51,Hickory,HKY,21,11/13/2016,64,37,11,0.01,2.94,North Carolina,13,2016
49,Raleigh/Durham,RDU,19,11/13/2016,64,35,11,0.06,2.88,North Carolina,13,2016
51,Wilmington,ILM,18,11/13/2016,63,39,11,1.16,6.32,North Carolina,13,2016
45,Bismarck,BIS,23,11/13/2016,62,27,11,0,6.37,North Dakota,13,2016
43,Dickinson,DIK,24,11/13/2016,59,27,11,0,10.28,North Dakota,13,2016
47,Fargo,FAR,23,11/13/2016,59,34,11,0,7.74,North Dakota,13,2016
46,Grand Forks,GFK,24,11/13/2016,59,32,11,0,9.4,North Dakota,13,2016
44,Williston,ISN,24,11/13/2016,59,28,11,0,6.24,North Dakota,13,2016
46,Akron,CAK,25,11/13/2016,57,35,11,0.62,7.41,Ohio,13,2016
49,Cleveland,CLE,25,11/13/2016,58,39,11,0.46,8.7,Ohio,13,2016
46,Columbus,CMH,21,11/13/2016,57,34,11,0.18,4.4,Ohio,13,2016
46,Dayton,DAY,22,11/13/2016,57,34,11,0.07,6.6,Ohio,13,2016
46,Mansfield,MFD,25,11/13/2016,56,35,11,0.3,7.75,Ohio,13,2016
45,Toledo,TOL,25,11/13/2016,56,33,11,0.02,7.68,Ohio,13,2016
45,Youngstown/Warren,YNG,24,11/13/2016,57,34,11,0.3,7.2,Ohio,13,2016
53,Gage,GAG,14,11/13/2016,67,39,11,0.88,6.28,Oklahoma,13,2016
56,Oklahoma City,OKC,23,11/13/2016,65,46,11,0.12,6.71,Oklahoma,13,2016
53,Ponca City,PNC,9,11/13/2016,66,39,11,0.02,5.54,Oklahoma,13,2016
55,Tulsa,TUL,22,11/13/2016,66,45,11,1.56,4.81,Oklahoma,13,2016
57,Astoria,AST,17,11/13/2016,64,50,11,1.83,5.47,Oregon,13,2016
46,Burns,BNO,23,11/13/2016,64,28,11,0.01,2.4,Oregon,13,2016
55,Eugene,EUG,18,11/13/2016,62,46,11,0.19,1.97,Oregon,13,2016
55,Medford,MFR,25,11/13/2016,65,45,11,0,0.8,Oregon,13,2016
49,Pendleton,PDT,15,11/13/2016,57,39,11,0.03,2.17,Oregon,13,2016
56,Portland,PDX,13,11/13/2016,64,49,11,0.22,4.98,Oregon,13,2016
51,Redmond,RDM,18,11/13/2016,66,36,11,0,2.91,Oregon,13,2016
53,Salem,SLE,14,11/13/2016,62,45,11,0.28,2.94,Oregon,13,2016
46,Allentown,ABE,28,11/13/2016,59,34,11,0.28,5.65,Pennsylvania,13,2016
49,Erie,ERI,25,11/13/2016,58,40,11,0.31,7.95,Pennsylvania,13,2016
47,Harrisburg,MDT,29,11/13/2016,59,35,11,0.22,4.15,Pennsylvania,13,2016
49,Philadelphia,PHL,29,11/13/2016,59,39,11,0.38,7.08,Pennsylvania,13,2016
46,Pittsburgh,PIT,25,11/13/2016,58,34,11,0.12,5.3,Pennsylvania,13,2016
45,Wilkes-Barre/Scranton,AVP,25,11/13/2016,55,35,11,0.31,4.87,Pennsylvania,13,2016
46,Williamsport,IPT,26,11/13/2016,59,33,11,0.18,4.78,Pennsylvania,13,2016
82,San Juan,SJU,8,11/13/2016,86,76,11,6.03,2.78,Puerto Rico,13,2016
46,Providence,PVD,29,11/13/2016,58,35,11,0,6,Rhode Island,13,2016
53,Anderson,AND,14,11/13/2016,66,39,11,0.29,3.21,South Carolina,13,2016
55,Charleston,CHS,14,11/13/2016,65,44,11,0.11,6.42,South Carolina,13,2016
54,Columbia,CAE,17,11/13/2016,66,40,11,0.85,3.11,South Carolina,13,2016
54,Greer,GSP,18,11/13/2016,66,41,11,0.2,3.22,South Carolina,13,2016
46,Aberdeen,ABR,23,11/13/2016,62,30,11,0,6.94,South Dakota,13,2016
47,Huron,HON,25,11/13/2016,64,30,11,0,6.21,South Dakota,13,2016
49,Pierre,PIR,23,11/13/2016,66,31,11,0,7.72,South Dakota,13,2016
49,Rapid City,RAP,26,11/13/2016,67,31,11,0,8.41,South Dakota,13,2016
47,Sioux Falls,FSD,27,11/13/2016,60,34,11,0.02,6.81,South Dakota,13,2016
48,Bristol/Jhnsn Cty/Kngsprt,TRI,25,11/13/2016,63,33,11,0.01,1.81,Tennessee,13,2016
55,Chattanooga,CHA,15,11/13/2016,68,41,11,0,3.87,Tennessee,13,2016
50,Clarksville,CKV,25,11/13/2016,64,36,11,0.02,3.87,Tennessee,13,2016
49,Crossville,CSV,26,11/13/2016,62,35,11,0,2.81,Tennessee,13,2016
52,Knoxville,TYS,19,11/13/2016,64,39,11,0,2.8,Tennessee,13,2016
57,Memphis,MEM,11,11/13/2016,68,46,11,0.1,3.94,Tennessee,13,2016
54,Nashville,BNA,24,11/13/2016,67,41,11,0.01,3.68,Tennessee,13,2016
52,Oak Ridge,OQT,16,11/13/2016,66,38,11,0,0.65,Tennessee,13,2016
59,Abilene,ABI,22,11/13/2016,66,50,11,0.5,5.78,Texas,13,2016
51,Amarillo,AMA,17,11/13/2016,64,37,11,0,6.44,Texas,13,2016
64,Austin/Bergstrom,AUS,10,11/13/2016,72,56,11,0.76,4.8,Texas,13,2016
65,Austin/City,ATT,23,11/13/2016,71,57,11,0.74,1.62,Texas,13,2016
66,Beaumont/Port Arthur,BPT,8,11/13/2016,73,57,11,1.47,7.42,Texas,13,2016
70,Brownsville,BRO,29,11/13/2016,74,66,11,2.39,7.4,Texas,13,2016
57,Childress,CDS,12,11/13/2016,67,46,11,0.29,6.15,Texas,13,2016
65,College Station,CLL,13,11/13/2016,72,58,11,0.03,5.3,Texas,13,2016
70,Corpus Christi,CRP,5,11/13/2016,76,63,11,0.1,7.58,Texas,13,2016
50,Dalhart,DHT,18,11/13/2016,66,34,11,0,7.97,Texas,13,2016
63,Dallas,DAL,14,11/13/2016,71,56,11,3.39,4.58,Texas,13,2016
63,Dallas-Fort Worth,DFW,18,11/13/2016,70,55,11,1.69,5.78,Texas,13,2016
65,Del Rio,DRT,21,11/13/2016,71,58,11,1.17,4.34,Texas,13,2016
57,El Paso,ELP,6,11/13/2016,68,47,11,0,5.34,Texas,13,2016
62,Fort Worth,FTW,23,11/13/2016,70,55,11,1.42,5.31,Texas,13,2016
69,Galveston,GLS,2,11/13/2016,73,65,11,0.72,10.18,Texas,13,2016
68,Houston,HOU,3,11/13/2016,74,60,11,0.31,6.87,Texas,13,2016
54,Lubbock,LBB,12,11/13/2016,64,43,11,0.1,6.27,Texas,13,2016
58,Midland,MAF,14,11/13/2016,65,51,11,0,5.78,Texas,13,2016
61,San Angelo,SJT,15,11/13/2016,69,53,11,1.34,5.08,Texas,13,2016
66,San Antonio,SAT,13,11/13/2016,72,59,11,1.56,5,Texas,13,2016
67,Victoria,VCT,9,11/13/2016,74,58,11,1.49,5.65,Texas,13,2016
63,Waco,ACT,20,11/13/2016,70,55,11,0.85,4.96,Texas,13,2016
58,Wichita Falls,SPS,22,11/13/2016,67,49,11,0.67,6.87,Texas,13,2016
53,Salt Lake City,SLC,15,11/13/2016,65,40,11,0,1.3,Utah,13,2016
52,Blacksburg,BCB,20,11/13/2016,64,38,11,0,5.62,VA,13,2016
41,Burlington,BTV,22,11/13/2016,51,31,11,0.09,6.51,Vermont,13,2016
49,Lynchburg,LYH,18,11/13/2016,62,35,11,0.06,2.18,Virginia,13,2016
50,Norfolk,ORF,20,11/13/2016,60,39,11,0.19,5.67,Virginia,13,2016
49,Richmond,RIC,24,11/13/2016,61,36,11,0.05,4.47,Virginia,13,2016
52,Roanoke,ROA,20,11/13/2016,64,38,11,0,5.62,Virginia,13,2016
49,Wallops Island,WAL,30,11/13/2016,58,38,11,0.03,6.37,Virginia,13,2016
53,Washington,DCA,24,11/13/2016,63,42,11,0.19,6.31,Virginia,13,2016
47,Deer Park,DEW,8,11/13/2016,58,35,11,0.18,4.32,Washington,13,2016
50,Ephrata,EPH,24,11/13/2016,59,41,11,0.03,5.05,Washington,13,2016
53,Olympia,OLM,16,11/13/2016,61,45,11,1.18,3.18,Washington,13,2016
54,Quillayute,UIL,15,11/13/2016,59,49,11,6.11,6.01,Washington,13,2016
55,Seattle,SEA,15,11/13/2016,62,48,11,0.62,4.67,Washington,13,2016
48,Spokane,GEG,10,11/13/2016,56,40,11,0.08,7.21,Washington,13,2016
51,Yakima,YKM,26,11/13/2016,62,40,11,0.06,2.82,Washington,13,2016
47,Beckley,BKW,23,11/13/2016,58,35,11,0.16,4.98,West Virginia,13,2016
48,Charleston,CRW,17,11/13/2016,61,35,11,0.27,2.98,West Virginia,13,2016
44,Elkins,EKN,31,11/13/2016,58,29,11,0.66,2.42,West Virginia,13,2016
49,Huntington,HTS,18,11/13/2016,62,35,11,0.24,3.18,West Virginia,13,2016
47,Green Bay,GRB,26,11/13/2016,58,36,11,0.1,8.7,Wisconsin,13,2016
49,La Crosse,LSE,24,11/13/2016,61,36,11,0,7.11,Wisconsin,13,2016
46,Madison,MSN,21,11/13/2016,57,35,11,0.01,5.6,Wisconsin,13,2016
50,Milwaukee,MKE,22,11/13/2016,59,40,11,0,9.54,Wisconsin,13,2016
46,Casper,CPR,21,11/13/2016,64,27,11,0,7.45,Wyoming,13,2016
47,Cheyenne,CYS,27,11/13/2016,62,30,11,0,7.52,Wyoming,13,2016
47,Lander,LND,23,11/13/2016,61,32,11,0,0.8,Wyoming,13,2016
41,Rawlins,RWL,21,11/13/2016,59,24,11,0,6.98,Wyoming,13,2016
49,Sheridan,SHR,19,11/13/2016,67,30,11,0,1.57,Wyoming,13,2016
56,Birmingham,BHM,26,11/20/2016,70,41,11,0.01,3.7,Alabama,20,2016
55,Huntsville,HSV,20,11/20/2016,71,39,11,0.2,4.05,Alabama,20,2016
59,Mobile,MOB,23,11/20/2016,74,45,11,0,4.31,Alabama,20,2016
57,Montgomery,MGM,25,11/20/2016,73,41,11,0,3.64,Alabama,20,2016
25,Anchorage,ANC,19,11/20/2016,29,21,11,0.07,5.58,Alaska,20,2016
41,Annette,ANN,27,11/20/2016,46,35,11,0.44,4.27,Alaska,20,2016
11,Bethel,BET,10,11/20/2016,17,5,11,0.11,9.48,Alaska,20,2016
3,Bettles,BTT,29,11/20/2016,9,-2,11,0.05,4.21,Alaska,20,2016
33,Cold Bay,CDB,18,11/20/2016,38,27,11,0.14,14.05,Alaska,20,2016
34,Cordova,CDV,13,11/20/2016,41,26,11,0.48,3.87,Alaska,20,2016
11,Delta Junction/Ft Greely,BIG,18,11/20/2016,19,1,11,0.02,8.58,Alaska,20,2016
5,Fairbanks,FAI,10,11/20/2016,12,-1,11,0.06,2.21,Alaska,20,2016
